fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;alc_over_density;free_tot_so2_ratio;sulphates_chlorides;citric_over_volatile;sugar_over_density
10.2;0.67;0.39;1.9;0.054;6.0;17.0;0.9976;3.17;0.47;10.0;10.024047690409292;0.35294115570934376;8.70354252699024;0.5820886834497262;1.9045690611777653
8.2;0.51;0.24;2.0;0.079;16.0;86.0;0.99764;3.34;0.64;9.5;9.522463491376156;0.1860465094645755;8.101163276414223;0.47058731257389685;2.0047291560791907
7.6;0.49;0.26;1.6;0.236;10.0;88.0;0.9968;3.11;0.8;9.3;9.329846177923176;0.11363636234504133;3.389816144846844;0.5306111620180367;1.6051348263093637
8.3;0.54;0.28;1.9;0.077;11.0;40.0;0.9978;3.39;0.61;10.0;10.02203846257921;0.2749999931250002;7.921975039285204;0.5185175583008179;1.90418730789005
8.6;0.55;0.09;3.3;0.068;8.0;17.0;0.99735;3.23;0.44;10.0;10.026560358389373;0.47058820761245834;6.470493080984102;0.1636360661162434;3.3087649182684933
7.2;0.695;0.13;2.0;0.076;12.0;20.0;0.99546;3.29;0.54;10.1;10.146052934268644;0.5999999700000015;7.105169668820148;0.18705009057540925;2.009119392924484
9.4;0.4;0.47;2.5;0.087;6.0;20.0;0.99772;3.15;0.5;10.5;10.523984159900412;0.29999998500000075;5.747060378616338;1.1749970625073436;2.505710514262003
8.9;0.595;0.41;7.9;0.086;30.0;109.0;0.9998;3.27;0.57;9.3;9.301851068362604;0.2752293552731252;6.6278299089545465;0.6890744721437443;7.901572412910169
12.0;0.37;0.76;4.2;0.066;7.0;38.0;1.0004;3.22;0.6;13.0;12.994789089575082;0.18421052146814418;9.090771351949211;2.054048502571615;4.198316475093488
7.1;0.39;0.12;2.1;0.065;14.0;24.0;0.99252;3.3;0.53;13.3;13.400220247229027;0.5833333090277788;8.153720711989047;0.3076915187396955;2.1158242495624777
8.3;0.66;0.15;1.9;0.079;17.0;42.0;0.9972;3.31;0.54;9.6;9.626945821353969;0.40476189512471683;6.8353565144745;0.2272723829206319;1.9053330271429731
7.3;0.91;0.1;1.8;0.074;20.0;56.0;0.99672;3.35;0.56;9.2;9.230266042352874;0.3571428507653063;7.567465304522913;0.10988998913188007;1.8059216169820842
7.1;0.59;0.01;2.3;0.08;27.0;43.0;0.9955;3.42;0.58;10.7;10.7483568575019;0.6279069621416986;7.2499093761327975;0.016949123815044383;2.31039446469667
7.4;0.61;0.01;2.0;0.074;13.0;38.0;0.99748;3.48;0.65;9.8;9.82474854157623;0.34210525415512494;8.783665085606952;0.01639341574849877;2.005050722770659
7.7;0.49;0.26;1.9;0.062;9.0;31.0;0.9966;3.39;0.64;9.6;9.632741689000913;0.29032257127991706;10.32241415461041;0.5306111620180367;1.9064801259480975
8.6;0.22;0.36;1.9;0.064;53.0;77.0;0.99604;3.47;0.87;11.0;11.04372209577718;0.6883116793725756;13.593537600974985;1.6363561983809163;1.907551998361513
7.0;0.43;0.3;2.0;0.085;6.0;39.0;0.99346;3.33;0.46;11.9;11.978326275515597;0.1538461499013808;5.411701038811308;0.6976727961097765;2.0131640799185875
10.0;0.26;0.54;1.9;0.083;42.0;74.0;0.99451;2.98;0.63;11.8;11.865127685867728;0.5675675598977357;7.590269996747026;2.0769150887881205;1.9104866612837865
5.4;0.42;0.27;2.0;0.092;23.0;55.0;0.99471;3.78;0.64;12.3;12.365400603793464;0.41818181057851256;6.956446125585591;0.6428556122485424;2.010634244519262
8.3;0.85;0.14;2.5;0.093;13.0;54.0;0.99724;3.36;0.54;10.1;10.127942994722439;0.24074073628257897;5.806389178610983;0.16470568858154286;2.5069165828520887
10.1;0.43;0.4;2.6;0.092;13.0;52.0;0.99834;3.22;0.64;10.0;10.016617568546218;0.24999999519230778;6.956446125585591;0.9302303948130355;2.604320567822017
7.8;0.58;0.13;2.1;0.102;17.0;36.0;0.9944;3.24;0.53;11.2;11.263061883485635;0.4722222091049387;5.1960274899265695;0.22413754459044039;2.1118241031535567
9.5;0.59;0.44;2.3;0.071;21.0;68.0;0.9992;3.46;0.63;9.5;9.507596569659158;0.3088235248702423;8.873114463176575;0.7457614478619528;2.3018391694964273
7.6;0.3;0.42;2.0;0.052;6.0;24.0;0.9963;3.44;0.82;11.9;11.944181527470112;0.24999998958333375;15.768927520624603;1.399995333348889;2.0074254668016995
10.4;0.33;0.63;2.8;0.084;5.0;22.0;0.9998;3.26;0.74;11.2;11.20222924361948;0.2272727169421492;8.809418935488862;1.9090851239844728;2.80055731090487
7.3;0.43;0.24;2.5;0.078;27.0;67.0;0.99648;3.6;0.59;11.1;11.139198840720494;0.40298506861216316;7.564005589671927;0.5581382368878212;2.508828567729841
9.0;0.785;0.24;1.7;0.078;10.0;21.0;0.99692;3.29;0.67;10.0;10.030885095208145;0.47619045351474026;8.589633466237613;0.30573209460879663;1.7052504661853847
7.0;0.55;0.13;2.2;0.075;15.0;35.0;0.9959;3.36;0.59;9.7;9.739923948263932;0.428571416326531;7.866561779176277;0.23636320661235158;2.2090549161010986
6.8;0.61;0.04;1.5;0.057;5.0;10.0;0.99525;3.42;0.6;9.5;9.545330775854532;0.499999950000005;10.526131120506657;0.06557366299399509;1.5071574909243999
6.7;0.46;0.24;1.7;0.077;18.0;34.0;0.9948;3.39;0.6;10.6;10.655397411140518;0.5294117491349486;7.792106596018233;0.5217379962217473;1.7088844904659322
6.3;0.51;0.13;2.3;0.076;29.0;40.0;0.99574;3.42;0.75;11.0;11.047049383323575;0.7249999818750005;9.868291206694648;0.25490146097752747;2.309837598331293
8.3;0.655;0.12;2.3;0.083;15.0;113.0;0.9966;3.17;0.66;9.8;9.833423807521767;0.1327433616571384;7.951711425163552;0.18320582716667605;2.307844362989802
8.2;1.0;0.09;2.3;0.065;7.0;37.0;0.99685;3.32;0.55;9.0;9.028430527731826;0.18918918407596802;8.46140828602637;0.08999991000009;2.3072655793092447
7.0;0.64;0.02;2.1;0.067;9.0;23.0;0.997;3.47;0.67;9.4;9.428275397918357;0.39130433081285515;9.999850748496291;0.03124995117195129;2.106316844215803
6.9;0.54;0.04;3.0;0.077;7.0;27.0;0.9987;3.69;0.91;9.4;9.412226482200378;0.2592592496570648;11.81802833729432;0.07407393690011685;3.0039020687873546
6.4;0.57;0.02;1.8;0.067;4.0;11.0;0.997;3.46;0.68;9.5;9.52857620002387;0.3636363305785154;10.149102252205191;0.035087657740951336;1.8054144378992598
9.2;0.92;0.24;2.6;0.087;12.0;93.0;0.9998;3.48;0.54;9.8;9.801950588167045;0.12903225667707252;6.206825208905646;0.2608692816638242;2.600517502983094
6.6;0.66;0.0;3.0;0.115;21.0;31.0;0.99629;3.45;0.63;10.3;10.338344921313151;0.677419332986473;5.478213232928409;0.0;3.0111684236834417
9.8;0.34;0.39;1.4;0.066;3.0;7.0;0.9947;3.19;0.55;11.4;11.460730410444947;0.4285713673469475;8.333207072620112;1.1470554498369123;1.4074581205809584
6.2;0.36;0.24;2.2;0.095;19.0;42.0;0.9946;3.57;0.57;11.7;11.763511196952344;0.4523809416099776;5.999936842770076;0.6666648148199589;2.2119422763500136
7.2;0.645;0.0;1.9;0.097;15.0;39.0;0.99675;3.37;0.58;9.2;9.229988231765004;0.384615374753452;5.979319800826795;0.0;1.906193221777555
6.9;0.49;0.1;2.3;0.074;12.0;30.0;0.9959;3.42;0.58;10.2;10.241981883741456;0.3999999866666671;7.837731922541587;0.20408121616078337;2.3094665031966026
7.9;0.6;0.06;1.6;0.069;15.0;59.0;0.9964;3.3;0.46;9.4;9.433952796113212;0.25423728382648675;6.666570049709424;0.09999983333361111;1.6057791993384192
9.9;0.53;0.57;2.4;0.093;30.0;52.0;0.9971;3.19;0.76;11.6;11.63372617217313;0.5769230658284026;8.17195514026731;1.0754696689251528;2.406977828725475
9.1;0.68;0.11;2.8;0.093;11.0;44.0;0.99888;3.31;0.55;9.5;9.510642408855508;0.24999999431818196;5.9139149041408166;0.16176446799342942;2.8031367099784656
6.9;0.51;0.23;2.0;0.072;13.0;22.0;0.99438;3.4;0.84;11.2;11.263288417618597;0.590909064049588;11.666504631880112;0.45097950788331786;2.011301503146178
7.8;0.53;0.33;2.4;0.08;24.0;144.0;0.99655;3.3;0.6;9.5;9.532878899323768;0.16666666550925927;7.4999062511718595;0.622640334640878;2.4083062482502147
7.7;0.18;0.34;2.7;0.066;15.0;58.0;0.9947;3.37;0.78;11.8;11.862861302039507;0.2586206851961951;11.818002757533977;1.8888783951200272;2.714383518263277
12.9;0.5;0.55;2.8;0.072;7.0;24.0;1.00012;3.09;0.68;10.9;10.898681259567594;0.2916666545138894;9.44431327342676;1.0999978000044;2.7996612409898405
9.4;0.43;0.24;2.8;0.092;14.0;45.0;0.998;3.19;0.73;10.0;10.02003004005006;0.311111104197531;7.934696361996065;0.5581382368878212;2.8056084112140165
8.2;0.4;0.31;1.9;0.082;8.0;24.0;0.996;3.24;0.69;10.6;10.642559595823698;0.333333319444445;8.41453153010329;0.7749980625048437;1.9076286067985875
10.1;0.45;0.23;1.9;0.082;10.0;18.0;0.99774;3.22;0.65;9.3;9.321056266105133;0.5555555246913597;7.926732600821941;0.511109975311166;1.9043018178064246
6.8;0.65;0.02;2.1;0.078;8.0;15.0;0.99498;3.35;0.62;10.4;10.452460901263441;0.5333332977777802;7.948616043384059;0.030769183432025487;2.1105930666012718
10.2;0.36;0.64;2.9;0.122;10.0;41.0;0.998;3.23;0.66;12.5;12.525037550062574;0.24390243307555043;5.409791723018664;1.7777728395198904;2.905808711614517
9.0;0.66;0.17;3.0;0.077;5.0;13.0;0.9976;3.29;0.55;10.4;10.425009598025664;0.3846153550295881;7.142764379683381;0.25757536731004954;3.0072143071227875
11.6;0.475;0.4;1.4;0.091;6.0;28.0;0.99704;3.07;0.65;10.0333333333333;10.063110076048325;0.21428570663265334;7.142778650784058;0.8421034903084416;1.4041548943323292
10.5;0.24;0.47;2.1;0.066;6.0;24.0;0.9978;3.15;0.9;11.0;11.024242308837133;0.24999998958333375;13.636157027923819;1.9583251736451097;2.1046280771416344
7.4;0.47;0.46;2.2;0.114;7.0;20.0;0.99647;3.32;0.63;10.5;10.537185728435649;0.34999998250000086;5.5262673134446185;0.9787213218695281;2.2077912954817553
6.8;0.63;0.12;3.8;0.099;16.0;126.0;0.9969;3.28;0.61;9.5;9.52953201972914;0.12698412597631648;6.16155392369774;0.19047588813351088;3.811812807891656
9.2;0.53;0.24;2.6;0.078;28.0;139.0;0.99788;3.21;0.57;9.5;9.520173247110627;0.20143884747166296;7.307598620530506;0.45282933428427485;2.6055210992092244
8.5;0.46;0.31;2.25;0.078;32.0;58.0;0.998;3.33;0.54;9.8;9.81962943924906;0.5517241284185496;6.922988166818374;0.6739115784530904;2.2545067590112633
7.3;0.66;0.0;2.0;0.084;6.0;23.0;0.9983;3.61;0.96;9.9;9.91684872598545;0.2608695538752368;11.428435375769334;0.0;2.0034037830273634
6.8;0.41;0.31;8.8;0.084;26.0;45.0;0.99824;3.38;0.64;10.1;10.117797205284093;0.5777777649382719;7.618956917179557;0.7560957168397151;8.815506475891093
8.1;0.78;0.23;2.6;0.059;5.0;15.0;0.997;3.37;0.56;11.3;11.333990637923131;0.3333333111111126;9.491364553143168;0.29487141683151685;2.6078208547433754
8.8;0.31;0.4;2.8;0.109;7.0;16.0;0.99614;3.31;0.79;11.8;11.845712604942474;0.4374999726562517;7.2476399299089005;1.290318418327683;2.8108470587999084
7.3;0.58;0.3;2.4;0.074;15.0;55.0;0.9968;3.46;0.59;10.2;10.232734517722193;0.2727272677685951;7.972865231550925;0.5172404875164008;2.4077022394640455
8.4;0.745;0.11;1.9;0.09;16.0;63.0;0.9965;3.19;0.82;9.6;9.633708345500906;0.2539682499370119;9.111009877668026;0.14765080852240467;1.9066714433803877
7.0;0.655;0.16;2.1;0.074;8.0;25.0;0.99606;3.37;0.55;9.7;9.738359397667411;0.3199999872000005;7.432331995513575;0.24427443622223477;2.108304611866141
8.2;0.32;0.42;2.3;0.098;3.0;9.0;0.99506;3.27;0.55;12.3;12.361051232035022;0.33333329629630043;5.612187630738462;1.3124958984503174;2.311416084039069
8.7;0.78;0.51;1.7;0.415;12.0;66.0;0.99623;3.0;1.17;9.2;9.234805983752764;0.18181817906336092;2.8192703150112894;0.6538453155829287;1.7064315404760542
6.8;0.81;0.05;2.0;0.07;6.0;14.0;0.99562;3.51;0.66;10.8;10.847501207788909;0.42857139795918586;9.428436736618048;0.061728318853927336;2.008796519960909
6.4;0.37;0.25;1.9;0.074;21.0;49.0;0.9974;3.57;0.62;9.8;9.825536569544246;0.4285714198250731;8.37826515857894;0.6756738495301364;1.9049509675647005
9.2;0.58;0.2;3.0;0.081;15.0;115.0;0.998;3.23;0.59;9.5;9.519028538047557;0.13043478147448018;7.283860693077862;0.34482699167760056;3.006009012015018
7.2;0.57;0.05;2.3;0.081;16.0;36.0;0.99564;3.38;0.6;10.3;10.34509426590508;0.44444443209876583;7.407315959062233;0.08771914435237833;2.310069593357445
6.9;0.74;0.03;2.3;0.054;7.0;16.0;0.99508;3.45;0.63;11.5;11.55684813598089;0.4374999726562517;11.666450621284792;0.04054048575610033;2.3113696271961777
7.2;0.39;0.44;2.6;0.066;22.0;48.0;0.99494;3.3;0.84;11.5;11.558474321592938;0.45833332378472247;12.727079892728897;1.1282022353788836;2.613220281403621
9.1;0.29;0.33;2.05;0.063;13.0;27.0;0.99516;3.26;0.84;11.7;11.756891598444874;0.48148146364883465;13.333121696481008;1.1379271105961706;2.059968186052307
7.6;0.42;0.25;3.9;0.104;28.0;90.0;0.99784;3.15;0.57;9.1;9.11968940943497;0.31111110765432104;5.480716531571812;0.5952366780079096;3.908438318329273
7.5;0.58;0.2;2.0;0.073;34.0;44.0;0.99494;3.1;0.43;9.3;9.347287929636028;0.7727272551652897;5.890330269448364;0.34482699167760056;2.0101694472335545
7.8;0.43;0.32;2.8;0.08;29.0;58.0;0.9974;3.31;0.64;10.3;10.326839455745484;0.4999999913793105;7.999900001249984;0.7441843158504283;2.807296162726927
7.2;0.635;0.07;2.6;0.077;16.0;86.0;0.99748;3.51;0.54;9.7;9.724496005437697;0.1860465094645755;7.0128959364164105;0.11023604687236713;2.606565939601857
10.0;0.69;0.11;1.4;0.084;8.0;24.0;0.99578;2.88;0.47;9.7;9.741097691158998;0.333333319444445;5.5951714860537365;0.15942005881150897;1.405931625528103
8.5;0.18;0.51;1.75;0.071;45.0;88.0;0.99524;3.33;0.76;11.8;11.856424725267548;0.5113636305526861;10.704074590498726;2.8333175926800407;1.75836807366256
8.7;0.54;0.26;2.5;0.097;7.0;31.0;0.9976;3.27;0.6;9.3;9.322364352080642;0.22580644432882438;6.185503242234615;0.4814805898507595;2.506011922602323
5.1;0.51;0.18;2.1;0.042;16.0;101.0;0.9924;3.46;0.87;12.9;12.998777711832213;0.15841584001568476;20.713792528749313;0.35294048443042264;2.1160800926238488
8.9;0.565;0.34;3.0;0.093;16.0;112.0;0.9998;3.38;0.61;9.5;9.50189087628438;0.14285714158163268;6.5590692573198135;0.6017688464268206;3.0005971188266463
7.9;0.4;0.29;1.8;0.157;1.0;44.0;0.9973;3.3;0.92;9.5;9.525709890995797;0.022727272210743815;5.859835287673327;0.7249981875045312;1.8048713477676248
8.2;0.24;0.34;5.1;0.062;8.0;22.0;0.9974;3.22;0.94;10.9;10.928402919186967;0.36363634710743875;15.161045789584039;1.4166607639134838;5.113289439252617
9.6;0.54;0.42;2.4;0.081;25.0;52.0;0.997;3.2;0.71;11.4;11.434291440028646;0.48076922152366885;8.765323884890309;0.7777763374512269;2.4072192505323464
9.9;0.35;0.41;2.3;0.083;11.0;61.0;0.9982;3.21;0.5;9.5;9.517121301220897;0.1803278658962645;6.024023806942084;1.1714252244993586;2.3041451571376905
8.8;0.41;0.64;2.2;0.093;9.0;42.0;0.9986;3.54;0.66;10.5;10.514710079401082;0.2142857091836736;7.096697884968979;1.560971802507799;2.2030821118745125
7.6;0.36;0.31;1.7;0.079;26.0;65.0;0.99716;3.46;0.62;9.5;9.527047287248498;0.399999993846154;7.848001924026278;0.8611087191424469;1.704840040876047
6.6;0.56;0.14;2.4;0.064;13.0;29.0;0.99397;3.42;0.62;11.7;11.77096716101375;0.4482758466111777;9.687348635177575;0.24999955357222575;2.414557366361795
10.1;0.37;0.34;2.4;0.085;5.0;17.0;0.99683;3.17;0.65;10.6;10.633698189562724;0.2941176297577865;7.646968859189892;0.9189164353609857;2.4076297787689187
8.5;0.37;0.32;1.8;0.066;26.0;51.0;0.99456;3.38;0.72;11.8;11.864531185115846;0.5098039115724724;10.908925622339055;0.8648625273985747;1.809843740102417
8.8;0.46;0.45;2.6;0.065;7.0;18.0;0.9947;3.32;0.79;14.0;14.074581205809585;0.3888888672839518;12.153659174474239;0.9782587429157763;2.613850795364637
7.7;0.965;0.1;2.1;0.112;11.0;22.0;0.9963;3.26;0.5;9.5;9.535270967308072;0.49999997727272827;4.464245854947723;0.10362683561985947;2.1077967401417848
6.4;0.79;0.04;2.2;0.061;11.0;17.0;0.99588;3.53;0.65;10.4;10.443014777870047;0.6470587854671302;10.655563023556992;0.05063284730019329;2.2090992799340485
8.1;0.575;0.22;2.1;0.077;12.0;65.0;0.9967;3.29;0.51;9.2;9.230451258702459;0.18461538177514797;6.623290606615498;0.38260803024690393;2.1069508307907787
7.1;0.43;0.42;5.5;0.071;28.0;128.0;0.9973;3.42;0.71;10.5;10.528416195311145;0.21874999829101563;9.999859156913283;0.9767419145536871;5.514884673734409
8.0;0.28;0.44;1.8;0.081;28.0;68.0;0.99501;3.36;0.66;11.2;11.256156967108906;0.4117646998269897;8.148047554968457;1.5714229592037172;1.8090252268567886
7.3;0.4;0.3;1.7;0.08;33.0;79.0;0.9969;3.41;0.65;9.5;9.52953201972914;0.4177215136997277;8.124898438769515;0.7499981250046874;1.7052846772146881
6.1;0.32;0.25;1.8;0.086;5.0;32.0;0.99464;3.36;0.44;10.1;10.154417523508481;0.15624999511718765;5.116219578842107;0.7812475586013794;1.8096981725064623
12.7;0.6;0.65;2.3;0.063;6.0;25.0;0.9997;3.03;0.57;9.9;9.902960985334614;0.23999999040000036;9.047475436897827;1.0833315277807871;2.300687905683799
7.7;0.39;0.12;1.7;0.097;19.0;27.0;0.99596;3.16;0.49;9.4;9.438120568978103;0.7037036776406045;5.0514943144916025;0.3076915187396955;1.7068941454534867
6.8;0.64;0.03;2.3;0.075;14.0;31.0;0.99545;3.36;0.58;10.4;10.44752579484073;0.45161288865764876;7.733230223597018;0.046874926757926934;2.310510512320546
7.5;0.49;0.2;2.6;0.332;8.0;14.0;0.9968;3.21;0.9;10.5;10.533697297655198;0.5714285306122479;2.710835208327686;0.40816243232156674;2.608344092752716
8.5;0.37;0.2;2.8;0.09;18.0;58.0;0.998;3.34;0.7;9.6;9.619228838448057;0.31034482223543414;7.7776913589848995;0.5405390796241092;2.8056084112140165
10.5;0.51;0.64;2.4;0.107;6.0;15.0;0.9973;3.09;0.66;11.8;11.831934390921097;0.39999997333333515;6.1681666526481065;1.2548995001970584;2.406495130356833
6.6;0.58;0.02;2.4;0.069;19.0;40.0;0.99387;3.38;0.66;12.6;12.677701633310559;0.4749999881250003;9.565078766974391;0.034482699167760054;2.4148003111067733
7.8;0.56;0.19;1.8;0.104;12.0;47.0;0.9964;3.19;0.93;9.5;9.534313996071862;0.25531914350384805;8.942221709406642;0.3392851084194492;1.8065015992557214
10.0;0.49;0.2;11.0;0.071;13.0;50.0;1.0015;3.16;0.69;9.2;9.186211496543688;0.25999999480000013;9.718172983479105;0.40816243232156674;10.983513745867453
6.8;0.64;0.0;2.7;0.123;15.0;33.0;0.99538;3.44;0.63;11.3;11.352436906069133;0.45454544077135034;5.121909577970911;0.0;2.712529172246607
6.7;0.46;0.24;1.7;0.077;18.0;34.0;0.9948;3.39;0.6;10.6;10.655397411140518;0.5294117491349486;7.792106596018233;0.5217379962217473;1.7088844904659322
6.8;0.775;0.0;3.0;0.102;8.0;23.0;0.9965;3.45;0.56;10.7;10.737570760089552;0.34782607183364905;5.49014225350732;0.0;3.0105338579690333
9.8;0.5;0.34;2.3;0.094;10.0;45.0;0.99864;3.24;0.6;9.7;9.713200239124971;0.22222221728395075;6.382910820097658;0.67999864000272;2.303129953606952
7.0;0.65;0.02;2.1;0.066;8.0;25.0;0.9972;3.47;0.67;9.5;9.526665135714866;0.3199999872000005;10.151361343009954;0.030769183432025487;2.105894398421181
6.4;0.64;0.21;1.8;0.081;14.0;31.0;0.99689;3.59;0.66;9.8;9.830563221054257;0.45161288865764876;8.148047554968457;0.32812448730548854;1.8056136528467004
7.0;0.805;0.0;2.5;0.068;7.0;20.0;0.9969;3.48;0.56;9.6;9.62984288309471;0.34999998250000086;8.235173012161585;0.0;2.5077715841392476
9.3;0.32;0.57;2.0;0.074;27.0;65.0;0.9969;3.28;0.79;10.7;10.733262380115978;0.41538460899408297;10.67553141173768;1.7812444336111448;2.006217267311398
9.6;0.56;0.23;3.4;0.102;37.0;92.0;0.9996;3.3;0.65;10.1;10.10403150857192;0.40217390867202274;6.372486544249567;0.410713552297228;3.401357141499458
7.8;0.82;0.29;4.3;0.083;21.0;64.0;0.99642;3.16;0.53;9.4;9.433763439349432;0.32812499487304697;6.38546523535861;0.35365810529499353;4.31544497757474
12.2;0.34;0.5;2.4;0.066;10.0;21.0;1.0;3.12;1.18;9.2;9.1999908000092;0.47619045351474026;17.878516992166784;1.4705839100473235;2.3999976000024
7.2;0.49;0.18;2.7;0.069;13.0;34.0;0.9967;3.29;0.48;9.2;9.230451258702459;0.3823529299307962;6.95642092143592;0.36734618908941;2.7089367824452872
9.0;0.82;0.14;2.6;0.089;9.0;23.0;0.9984;3.39;0.63;9.8;9.815695296779552;0.39130433081285515;7.0785721508747095;0.17073149910792793;2.6041640583292684
10.7;0.4;0.37;1.9;0.081;17.0;29.0;0.99674;3.12;0.65;11.2;11.236620145052726;0.5862068763376939;8.024592288984087;0.9249976875057813;1.9062123460357303
7.2;0.63;0.0;1.9;0.097;14.0;38.0;0.99675;3.37;0.58;9.0;9.029336313683157;0.36842104293628836;5.979319800826795;0.0;1.906193221777555
7.6;0.63;0.03;2.0;0.08;27.0;43.0;0.99578;3.44;0.64;10.9;10.946181941611659;0.6279069621416986;7.999900001249984;0.04761897203337772;2.008473750754433
8.0;0.52;0.25;2.0;0.078;19.0;59.0;0.99612;3.3;0.48;10.2;10.239719873388875;0.32203389284688316;6.15376725939411;0.4807683062147957;2.007788210468407
12.2;0.48;0.54;2.6;0.085;19.0;64.0;1.0;3.1;0.61;10.5;10.499989500010502;0.2968749953613282;7.176386160162821;1.124997656254883;2.5999974000026005
9.9;0.25;0.46;1.7;0.062;26.0;42.0;0.9959;3.18;0.83;10.6;10.643628232123474;0.6190476043083905;13.386880856760374;1.8399926400294402;1.7069969806235759
7.9;0.29;0.49;2.2;0.096;21.0;59.0;0.99714;3.31;0.67;10.1;10.128958692903009;0.3559321973570814;6.97909396777117;1.689649346036738;2.2063078340976854
7.6;0.43;0.29;2.1;0.075;19.0;66.0;0.99718;3.4;0.64;9.5;9.526856207649363;0.28787878351698815;8.533219557072572;0.6744170362394506;2.1059366353751225
7.2;0.655;0.03;1.8;0.078;7.0;12.0;0.99587;3.34;0.39;9.5;9.53938813360365;0.5833332847222263;4.999935898257715;0.04580145679166901;1.80746301478806
10.9;0.53;0.49;4.6;0.118;10.0;17.0;1.0002;3.07;0.56;11.7;11.69764877259671;0.588235259515573;4.745722493877171;0.9245265574970613;4.5990755858072525
8.1;0.38;0.28;2.1;0.066;13.0;30.0;0.9968;3.23;0.73;9.7;9.731129884500517;0.4333333188888894;11.060438478204874;0.7368401662100891;2.1067394595310396
9.9;0.54;0.45;2.3;0.071;16.0;40.0;0.9991;3.39;0.62;9.4;9.40845820392533;0.39999999000000025;8.732271376459487;0.8333317901263145;2.3020695605349206
8.4;0.62;0.12;1.8;0.072;38.0;46.0;0.99504;3.38;0.89;11.8;11.858807828019147;0.8260869385633275;12.360939431396787;0.1935480749224598;1.8089706856300394
7.7;0.705;0.1;2.6;0.084;9.0;26.0;0.9976;3.39;0.49;9.7;9.723326259697012;0.3461538328402372;5.833263889715598;0.1418437704343682;2.606252399506416
8.2;0.35;0.33;2.4;0.076;11.0;47.0;0.99599;3.27;0.81;11.0;11.044276504506566;0.23404254821186068;10.65775450323022;0.9428544489872888;2.409660328255978
7.3;0.38;0.21;2.0;0.08;7.0;35.0;0.9961;3.33;0.47;9.5;9.537185486210735;0.19999999428571447;5.874926563417957;0.5526301246575667;2.0078285234127864
7.6;0.715;0.0;2.1;0.068;30.0;35.0;0.99533;3.48;0.65;11.4;11.453476280754844;0.857142832653062;9.558682960544697;0.0;2.1098508938232605
7.5;0.5;0.36;6.1;0.071;17.0;102.0;0.9978;3.35;0.8;10.5;10.523140385708171;0.16666666503267977;11.267446937367081;0.7199985600028799;6.1134434621733185
8.3;0.54;0.24;3.4;0.076;16.0;112.0;0.9976;3.27;0.61;9.4;9.422604828984735;0.14285714158163268;8.02621018144498;0.44444362140070104;3.408176214739159
8.8;0.6;0.29;2.2;0.098;5.0;15.0;0.9988;3.36;0.49;9.1;9.11092399787345;0.3333333111111126;4.999948980112448;0.48333252777912034;2.202640966518856
7.6;0.31;0.34;2.5;0.082;26.0;35.0;0.99356;3.22;0.59;12.5;12.581009117708927;0.7428571216326537;7.195034206899915;1.0967706555785306;2.5162018235417856
6.9;0.36;0.25;2.4;0.098;5.0;16.0;0.9964;3.41;0.6;10.1;10.13648119582377;0.3124999804687512;6.122386506260139;0.6944425154374572;2.4086687990076285
10.6;0.5;0.45;2.6;0.119;34.0;68.0;0.99708;3.23;0.72;10.9;10.931910246008098;0.49999999264705897;6.050369324627524;0.8999982000036;2.6076116183138582
7.1;0.75;0.01;2.2;0.059;11.0;18.0;0.99242;3.39;0.4;12.8;12.897752062884603;0.6111110771604957;6.779546109387977;0.01333331555557926;2.216801135808291
7.1;0.685;0.35;2.0;0.088;9.0;92.0;0.9963;3.28;0.62;9.4;9.434899693967989;0.09782608589319472;7.04537448438086;0.5109481591997675;2.0074254668016995
9.1;0.29;0.33;2.05;0.063;13.0;27.0;0.99516;3.26;0.84;11.7;11.756891598444874;0.48148146364883465;13.333121696481008;1.1379271105961706;2.059968186052307
8.0;0.42;0.17;2.0;0.073;6.0;18.0;0.9972;3.29;0.61;9.2;9.225823078797553;0.3333333148148158;8.356049917124423;0.4047609410453785;2.0056137127820772
10.1;0.31;0.35;1.6;0.075;9.0;28.0;0.99672;3.24;0.83;11.2;11.236845616777412;0.32142855994898;11.066519113078492;1.1290286160367224;1.6052636595396303
8.0;0.59;0.05;2.0;0.089;12.0;32.0;0.99735;3.36;0.61;10.0;10.026560358389373;0.3749999882812504;6.853855574656465;0.0847456190752219;2.0053120716778747
7.4;0.36;0.34;1.8;0.075;18.0;38.0;0.9933;3.38;0.88;13.6;13.691720837893046;0.4736841980609422;11.733176890974788;0.9444418209949419;1.812139522662315
7.8;0.5;0.09;2.2;0.115;10.0;42.0;0.9971;3.18;0.62;9.5;9.52762057203834;0.238095232426304;5.391257467326371;0.17999964000071997;2.206396342998352
8.4;0.37;0.43;2.3;0.063;12.0;19.0;0.9955;3.17;0.81;11.2;11.250616523740305;0.6315789141274255;12.856938778749544;1.1621590211918347;2.31039446469667
7.6;0.51;0.24;2.4;0.091;8.0;38.0;0.998;3.47;0.66;9.6;9.619228838448057;0.21052631024930765;7.252667553103812;0.47058731257389685;2.4048072096120143
8.0;0.42;0.32;2.5;0.08;26.0;122.0;0.99801;3.22;1.07;9.7;9.719331750852445;0.21311475235151842;13.374832814589817;0.7619029478501242;2.504982410013517
