fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;alc_over_density;free_tot_so2_ratio;sulphates_chlorides;citric_over_volatile;sugar_over_density
7.0;0.16;0.26;7.3;0.047;30.0;220.0;0.99622;3.38;0.58;10.1;10.138312683631442;0.13636363574380167;12.340162975255845;1.6249898438134762;7.327691345595003
8.7;0.45;0.4;1.5;0.067;17.0;100.0;0.9957;3.27;0.57;10.1;10.143607368075354;0.1699999983;8.507335711407292;0.8888869135846366;1.5064763417933695
5.9;0.23;0.24;3.8;0.038;61.0;152.0;0.99139;3.31;0.5;11.3;11.398126470787005;0.40131578683344876;13.157548485566169;1.0434737240272867;3.832998282211559
8.7;0.23;0.32;13.4;0.044;35.0;169.0;0.99975;3.12;0.47;8.8;8.802191745744691;0.20710059049052906;10.681575418740483;1.391298298703049;13.403337431020324
6.8;0.19;0.71;17.5;0.042;21.0;114.0;0.99784;2.85;0.5;9.5;9.520554877981562;0.18421052469990767;11.904478464798457;3.736822437776643;17.537864248913404
7.5;0.29;0.67;8.1;0.037;53.0;166.0;0.9966;2.9;0.41;8.9;8.930354274177931;0.3192771065103789;11.080781600497284;2.310336860907377;8.12762580009452
6.0;0.29;0.21;15.55;0.043;20.0;142.0;0.99658;3.11;0.54;10.1;10.13465036961371;0.14084506943066852;12.557847491918794;0.7241354340157449;15.603347846286454
6.9;0.17;0.3;2.0;0.047;13.0;117.0;0.99152;3.16;0.51;11.6;11.699197495564894;0.11111111016144351;10.85083296100083;1.7646955017911656;2.017103016476706
6.2;0.35;0.25;18.4;0.051;28.0;182.0;0.99946;3.13;0.62;9.3;9.30501540330238;0.1538461530008453;12.15662437991412;0.7142836734752187;18.409922948469223
8.5;0.25;0.31;2.8;0.032;11.0;61.0;0.99189;3.06;0.44;11.5;11.59401587472817;0.1803278658962645;13.749570325927314;1.23999504001984;2.8228908216729454
6.8;0.31;0.3;8.0;0.028;33.0;122.0;0.99164;3.13;0.63;12.6;12.706211219584507;0.27049180106154264;22.49919645726938;0.9677388137457622;8.06743569497429
6.6;0.13;0.29;13.9;0.056;33.0;95.0;0.99702;3.17;0.39;9.4;9.428086268995337;0.34736841739612195;6.964161354261531;2.230752071137914;13.941531823301615
6.3;0.19;0.28;1.8;0.022;28.0;158.0;0.9907;3.2;0.64;11.4;11.507003626724915;0.17721518875180262;29.089586836961956;1.473676454334451;1.8168953094828812
7.3;0.4;0.26;5.45;0.016;26.0;90.0;0.98951;2.84;0.54;13.2;13.339922446541776;0.2888888856790124;33.7478907568277;0.6499983750040625;5.507771010125203
8.4;0.17;0.31;6.7;0.038;29.0;132.0;0.9945;3.1;0.32;10.6;10.658611705770028;0.21969696803259872;8.420831030762349;1.8235186851842047;6.737047021571622
7.0;0.3;0.51;13.6;0.05;40.0;168.0;0.9976;3.07;0.52;9.6;9.62308578279292;0.23809523667800456;10.399792004159917;1.6999943333522225;13.632704858956636
6.6;0.24;0.35;7.7;0.031;36.0;135.0;0.9938;3.19;0.37;10.5;10.565495506645696;0.266666664691358;11.935098867778459;1.4583272569697625;7.748030038206844
6.0;0.28;0.27;4.1;0.046;50.0;147.0;0.99126;3.27;0.56;11.6;11.702266103478296;0.34013605210791803;12.17364839894785;0.9642822704204629;4.136145777953535
6.4;0.26;0.24;6.4;0.04;27.0;124.0;0.9903;3.22;0.49;12.6;12.723404298289106;0.21774193372788764;12.249693757656058;0.92307337279472;6.462681548337324
7.4;0.38;0.27;7.5;0.041;24.0;160.0;0.99535;3.17;0.43;10.0;10.046707141500837;0.1499999990625;10.487549084168679;0.7105244459883001;7.535030356125628
6.3;0.26;0.25;5.2;0.046;11.0;133.0;0.99202;2.97;0.68;11.0;11.088474941558696;0.08270676629543786;14.782287341579531;0.9615347633278334;5.241824517827747
6.0;0.45;0.65;9.7;0.08;11.0;159.0;0.9956;3.04;0.48;9.4;9.441533305008733;0.06918238950199755;5.999925000937488;1.4444412345750344;9.742858836019648
8.8;0.23;0.35;10.7;0.04;26.0;183.0;0.9984;2.93;0.49;9.1;9.11457420415244;0.1420765019558661;12.249693757656058;1.5217325142064597;10.717136701585835
8.2;0.18;0.49;1.1;0.033;28.0;81.0;0.9923;3.0;0.68;10.4;10.480690838767673;0.345679008078037;20.605436198903064;2.722207098849451;1.1085346079465808
6.6;0.19;0.43;10.9;0.045;53.0;154.0;0.99752;3.52;0.77;10.4;10.425845671419449;0.34415584192106596;17.110730872647274;2.2631459834421923;10.927088251776153
6.9;0.4;0.17;12.9;0.033;59.0;186.0;0.99754;3.08;0.49;9.4;9.423171578912546;0.3172042993698694;14.848034908033089;0.42499893750265627;12.93179929446509
5.3;0.275;0.24;7.4;0.038;28.0;114.0;0.99313;3.38;0.51;11.0;11.076081604541596;0.24561403293321024;13.420699455277493;0.8727240991850939;7.451182170327983
6.9;0.28;0.41;1.4;0.016;6.0;55.0;0.98876;3.16;0.4;13.4;13.552314462241128;0.10909090710743806;24.998437597650145;1.4642804847125546;1.4159134512789238
9.6;0.23;0.4;1.5;0.044;19.0;135.0;0.9937;2.96;0.49;10.9;10.969094325154146;0.14074073969821674;11.136110542942205;1.7391228733788113;1.5095083933698366
6.8;0.26;0.22;4.8;0.041;110.0;198.0;0.99437;3.29;0.67;10.6;10.660005169096845;0.5555555527497195;16.34106485207678;0.8461505917284934;4.827172152043855
6.7;0.47;0.29;4.75;0.034;29.0;134.0;0.99056;3.29;0.46;13.0;13.123876268094545;0.21641790883270218;13.529013852533748;0.6170199637873112;4.795262482573007
7.2;0.27;0.74;12.5;0.037;47.0;156.0;0.9981;3.04;0.44;8.7;8.716552733641183;0.3012820493507561;11.891570498094646;2.740730589886704;12.523782663277563
6.4;0.26;0.49;6.4;0.037;37.0;161.0;0.9954;3.38;0.53;9.7;9.744816410672684;0.22981366316885923;14.323937190886733;1.8846081361225535;6.429569590546926
6.5;0.25;0.32;9.9;0.045;41.0;128.0;0.99636;3.18;0.52;9.6;9.635061990583733;0.32031249749755863;11.55529877113842;1.2799948800204801;9.936157677789476
6.9;0.22;0.32;9.3;0.04;22.0;110.0;0.9958;3.34;0.54;10.7;10.74511875364656;0.1999999981818182;13.49966250843729;1.454538843005259;9.339215365318974
6.1;0.28;0.26;1.5;0.03;25.0;101.0;0.98894;3.03;0.41;12.1;12.235310296569764;0.24752475002450744;13.666211126295789;0.928568112256742;1.5167740037069957
6.2;0.2;0.49;1.6;0.065;17.0;143.0;0.9937;3.22;0.52;9.2;9.258318146001663;0.1188811180497824;7.999876924970385;2.4499877500612497;1.610142286261159
5.2;0.36;0.02;1.6;0.031;24.0;104.0;0.9896;3.44;0.35;12.2;12.328200961801775;0.23076922855029589;11.289958388439082;0.055555401234996575;1.6168132408920364
6.6;0.22;0.53;15.1;0.052;22.0;136.0;0.9986;2.94;0.35;9.4;9.413169023463826;0.16176470469290657;6.73063979538855;2.4090799587274603;15.121154495138697
5.6;0.32;0.32;8.3;0.043;32.0;105.0;0.99266;3.24;0.47;11.2;11.282804502241953;0.3047619018594105;10.929978372595986;0.9999968750097656;8.361364050768591
7.6;0.36;0.49;11.3;0.046;87.0;221.0;0.9984;3.01;0.43;9.2;9.214734360242026;0.39366515658975043;9.347622877763527;1.3611073302574161;11.31809763812336
7.6;0.17;0.27;4.6;0.05;23.0;98.0;0.99422;3.08;0.47;9.5;9.555219614150174;0.23469387515618495;9.399812003759923;1.5882259516120494;4.62673791843061
6.2;0.28;0.45;7.5;0.045;46.0;203.0;0.99573;3.26;0.46;9.2;9.239443182948005;0.22660098410541388;10.221995066776294;1.607137117367438;7.5321547687076125
6.8;0.29;0.34;3.5;0.054;26.0;189.0;0.99489;3.42;0.58;10.4;10.453406453571295;0.1375661368382744;10.740541841817743;1.172409750311206;3.5179733257211088
7.1;0.28;0.19;7.8;0.04;48.0;184.0;0.99579;3.16;0.5;9.4;9.439731831277848;0.26086956379962195;12.499687507812304;0.6785690051106961;7.832968966379491
7.7;0.32;0.61;11.8;0.041;66.0;188.0;0.99794;3.0;0.54;9.3;9.319188208521345;0.3510638279198733;13.170410477793224;1.9062440429873657;11.824346329091599
6.5;0.33;0.28;6.1;0.018;41.0;103.0;0.99122;3.24;0.32;12.2;12.308052391948918;0.3980582485625413;17.776790178323427;0.8484822773264324;6.154026195974459
7.5;0.3;0.21;6.55;0.026;33.0;143.0;0.99244;2.92;0.35;11.1;11.184543967853001;0.23076922915545994;13.461020729971924;0.6999976666744445;6.599888557606951
5.6;0.24;0.34;2.0;0.041;14.0;73.0;0.98981;3.04;0.45;11.6;11.719409058901144;0.19178081929067373;10.975342064827686;1.4166607639134838;2.020587768776059
9.2;0.28;0.46;3.2;0.058;39.0;133.0;0.996;3.14;0.58;9.5;9.538143033992938;0.2932330805020069;9.999827589179496;1.6428512755311588;3.2128481798713056
6.9;0.31;0.32;1.6;0.036;34.0;114.0;0.99068;3.19;0.45;11.4;11.507235931647019;0.29824561141889816;12.499652787422573;1.0322547346621465;1.615050657073266
7.1;0.23;0.35;16.5;0.04;60.0;171.0;0.999;3.16;0.59;9.1;9.109099990890899;0.35087719093054276;14.749631259218518;1.5217325142064597;16.5164999834835
8.1;0.2;0.36;9.7;0.044;63.0;162.0;0.997;3.1;0.46;10.0;10.030080210551443;0.3888888864883402;10.454307856639623;1.7999910000449997;9.729177804234899
6.1;0.28;0.3;7.75;0.031;33.0;139.0;0.99296;3.22;0.46;11.0;11.07797788634196;0.23741007023445992;14.838231024805651;1.0714247449116252;7.804938965377291
7.2;0.24;0.29;3.0;0.036;17.0;117.0;0.99411;3.36;0.68;10.1;10.159831246208924;0.1452991440572723;18.888364212105223;1.208328298632089;3.0177716572897793
7.9;0.3;0.6;1.85;0.048;13.0;106.0;0.99331;3.24;0.49;11.85;11.929798421642365;0.1226415082769669;10.20812066415283;1.9999933333555557;1.8624579814378377
6.9;0.19;0.38;1.15;0.023;30.0;105.0;0.99047;3.11;0.38;11.4;11.50967569974285;0.2857142829931973;16.521020825181512;1.9999894737396118;1.1610637767284453
7.3;0.22;0.3;8.2;0.047;42.0;207.0;0.9966;3.33;0.46;9.5;9.532400629740486;0.20289854974445146;9.787025807961532;1.3636301653174303;8.227966859354947
5.7;0.24;0.3;1.3;0.03;25.0;98.0;0.98968;3.37;0.43;12.4;12.529289740835683;0.2551020382132445;14.33285557148095;1.249994791688368;1.313554569603741
6.6;0.23;0.37;8.5;0.036;46.0;153.0;0.99576;3.2;0.48;9.4;9.440016228793857;0.3006535928061857;13.332962973250742;1.6086886578754005;8.536184887739125
7.3;0.13;0.32;14.4;0.051;34.0;109.0;0.9974;3.2;0.35;9.2;9.223973106102761;0.3119266026428752;6.862610537048293;2.461519526772871;14.437523122595627
6.4;0.225;0.48;2.2;0.115;29.0;104.0;0.9918;3.24;0.58;12.1;12.200028029816464;0.2788461511649409;5.043434404918218;2.1333238518939917;2.2181869145120845
7.1;0.35;0.24;15.4;0.055;46.0;198.0;0.9988;3.12;0.49;8.8;8.810563866075425;0.23232323114988268;8.908928928564935;0.68571232653621;15.418486765631993
8.1;0.3;0.31;1.1;0.041;49.0;123.0;0.9914;2.99;0.45;11.1;11.196276784066185;0.39837398050102457;10.975342064827686;1.0333298889003704;1.1095409425651175
6.3;0.32;0.35;11.1;0.039;29.0;198.0;0.9984;3.36;0.5;9.4;9.415054672421203;0.14646464572492604;12.820184097843645;1.0937465820419312;11.117777325944184
9.3;0.31;0.49;1.3;0.042;34.0;147.0;0.9948;3.11;0.46;9.8;9.85121647445067;0.23129251543338425;10.95212018761458;1.5806400624514116;1.306794022121007
6.0;0.22;0.33;12.2;0.033;25.0;97.0;0.99356;3.17;0.42;11.3;11.373232242408871;0.25773195610585614;12.726887064028361;1.4999931818491734;12.279064898883913
8.0;0.23;0.46;1.5;0.03;30.0;125.0;0.9907;3.23;0.47;12.5;12.617328538075563;0.23999999808000003;15.666144461851271;1.999991304385633;1.5140794245690676
7.6;0.33;0.41;13.7;0.045;44.0;197.0;0.9989;3.18;0.64;9.1;9.110011903081485;0.223350252673349;14.22190617986267;1.2424204775137044;13.71507286507872
6.5;0.2;0.33;1.5;0.039;36.0;110.0;0.99008;3.22;0.65;12.0;12.120220466810292;0.3272727242975207;16.666239327196738;1.6499917500412498;1.5150275583512864
6.8;0.32;0.39;9.6;0.026;34.0;124.0;0.99286;3.18;0.35;12.1;12.187003014520663;0.2741935461758585;13.461020729971924;1.2187461914181519;9.669027185074246
7.4;0.44;0.2;11.5;0.049;44.0;157.0;0.998;3.27;0.44;9.0;9.018027036045053;0.2802547752850014;8.979408583498296;0.4545444214899512;11.523034546057568
5.7;0.26;0.24;17.8;0.059;23.0;124.0;0.99773;3.3;0.5;10.1;10.122969016698889;0.1854838694719043;8.47443263673497;0.92307337279472;17.840480049231708
8.1;0.33;0.36;7.4;0.037;36.0;156.0;0.99592;3.19;0.54;10.6;10.643414487695308;0.23076922928994084;14.594200156752521;1.0909057851339845;7.4303082272589895
6.3;0.29;0.4;6.5;0.039;43.0;167.0;0.9953;3.15;0.44;9.3;9.34390701908267;0.25748502839829324;11.281762006102408;1.379305588601419;6.530687701509392
7.4;0.25;0.37;6.9;0.02;14.0;93.0;0.9939;3.0;0.48;10.7;10.765659758869344;0.15053763278991794;23.998800059997;1.47999408002368;6.942341339831633
6.0;0.38;0.26;3.5;0.035;38.0;111.0;0.98872;3.18;0.47;13.6;13.75514427224667;0.34234233925817714;13.428187766063825;0.6842087257665111;3.5399268347693633
7.7;0.34;0.3;8.0;0.048;25.0;192.0;0.9951;2.97;0.47;10.9;10.953661990089449;0.13020833265516493;9.791462677860878;0.882350346028394;8.039384946854641
6.4;0.24;0.32;0.95;0.041;23.0;131.0;0.99033;3.25;0.35;11.8;11.91520814757894;0.17557251774372123;8.536377161532645;1.3333277778009258;0.9592752322203384
7.5;0.22;0.29;4.8;0.05;33.0;87.0;0.994;3.14;0.42;9.9;9.959748531440109;0.37931034046769724;8.399832003359933;1.318175826473516;4.8289689849406585
7.0;0.22;0.24;11.0;0.041;75.0;167.0;0.99508;2.98;0.56;10.5;10.55190481980864;0.44910179371795333;13.658203458452233;1.0909041322539443;11.054376477894765
7.6;0.27;0.29;2.5;0.059;37.0;115.0;0.99328;3.09;0.37;9.8;9.8662916133501;0.3217391276370511;6.271080151183878;1.0740700960366814;2.516911125854617
6.3;0.27;0.25;5.8;0.038;52.0;155.0;0.995;3.28;0.38;9.4;9.447226686204335;0.33548386880332987;9.999736849030288;0.925922496583346;5.829139870211185
8.1;0.17;0.44;14.1;0.053;43.0;145.0;1.0006;3.28;0.75;8.8;8.794714376659629;0.2965517220927468;14.150676402332032;2.58822006929371;14.091530989875087
6.3;0.24;0.55;8.1;0.04;67.0;216.0;0.99596;3.24;0.5;9.2;9.237309493042398;0.31018518374914267;12.499687507812304;2.2916571180953413;8.132848575396025
5.4;0.46;0.15;2.1;0.026;29.0;130.0;0.98953;3.39;0.77;13.4;13.541768777329866;0.22307692136094676;29.614245605938233;0.32608624763859206;2.1222174949546804
6.1;0.15;0.4;1.2;0.03;19.0;84.0;0.98926;3.19;0.96;13.0;13.141122514685204;0.22619047349773247;31.998933368887702;2.6666488890074067;1.2130266936632494
6.5;0.15;0.55;5.9;0.045;75.0;162.0;0.99482;2.97;0.4;9.3;9.348415443582313;0.4629629601051669;8.88869136241417;3.6666422223851844;5.930715173885553
6.7;0.24;0.3;10.2;0.07;44.0;179.0;0.99666;2.86;0.46;8.9;8.929816657820462;0.24581005449268126;6.571334695218639;1.249994791688368;10.234171899974012
7.4;0.29;0.48;12.8;0.037;61.5;182.0;0.99808;3.02;0.34;8.8;8.816919668844513;0.3379120860554281;9.188940839436773;1.6551667063217026;12.824610427410201
7.5;0.29;0.36;15.7;0.05;29.0;124.0;0.9968;3.06;0.54;10.4;10.433376371010864;0.23387096585587933;10.799784004319914;1.241375029741277;15.75038548316063
7.8;0.49;0.49;7.0;0.043;29.0;149.0;0.9952;3.21;0.33;10.0;10.048221414568514;0.19463087117697403;7.674240133950374;0.9999979591878384;7.03375499019796
6.8;0.18;0.28;9.8;0.039;29.0;113.0;0.99406;3.11;0.45;10.9;10.96512185871893;0.2566371658704676;11.53816568805928;1.5555469136282578;9.858549928022526
6.0;0.32;0.3;7.3;0.174;46.0;159.0;0.99519;3.18;0.49;9.4;9.445423039396458;0.2893081742810807;2.8160757696794847;0.9374970703216553;7.335275339105759
5.8;0.26;0.24;9.2;0.044;55.0;152.0;0.9961;3.31;0.38;9.4;9.436794060040096;0.36184210288261776;8.636167359832731;0.92307337279472;9.236011207698818
6.4;0.23;0.26;8.1;0.054;47.0;181.0;0.9954;3.12;0.49;9.4;9.443430336115798;0.2596685068526602;9.073906038777059;1.1304298676962274;8.137424013035952
6.4;0.24;0.28;11.5;0.05;34.0;163.0;0.9969;3.31;0.45;9.5;9.52953201972914;0.20858895577552788;8.999820003599927;1.1666618055758102;11.535749287040538
6.6;0.38;0.36;9.2;0.061;42.0;214.0;0.9976;3.31;0.56;9.4;9.422604828984735;0.19626168132587998;9.180177374141408;0.9473659279844001;9.222123875176548
6.4;0.31;0.28;2.5;0.039;34.0;137.0;0.98946;3.22;0.38;12.7;12.835270920228284;0.24817518067025415;9.74333991436117;0.9032228928293782;2.526628133903206
6.7;0.25;0.33;2.9;0.057;52.0;173.0;0.9934;3.02;0.48;9.5;9.563106942714976;0.30057803294463564;8.420904896405325;1.3199947200211202;2.9192642246182556
6.8;0.22;0.49;0.9;0.052;26.0;128.0;0.991;3.25;0.35;11.4;11.503520178082566;0.20312499841308596;6.73063979538855;2.227262603351803;0.9081726456380972
7.7;0.34;0.58;11.1;0.039;41.0;151.0;0.9978;3.06;0.49;8.6;8.618953077818121;0.2715231770097803;12.563780415886772;1.705877335654895;11.124462693462924
7.1;0.47;0.29;14.8;0.024;22.0;142.0;0.99518;3.12;0.48;12.0;12.05810802256072;0.1549295763737354;19.99916670138744;0.6170199637873112;14.871666561158223
6.8;0.45;0.36;5.0;0.033;28.0;156.0;0.991;3.11;0.4;12.4;12.51260089545823;0.17948717833662065;12.120844822884155;0.7999982222261728;5.045403586878318
6.5;0.18;0.48;18.0;0.054;56.0;183.0;1.00038;2.98;0.61;8.5;8.496762733398576;0.30601092728955775;11.296087109497972;2.666651851934156;17.993144611902867
6.4;0.26;0.42;9.7;0.044;30.0;140.0;0.9962;3.18;0.47;9.1;9.134702735692898;0.21428571275510205;10.681575418740483;1.61537840239076;9.736990828156165
6.6;0.26;0.25;11.6;0.045;45.0;178.0;0.99691;3.33;0.43;9.8;9.83036600057578;0.2528089873437697;9.555343214595231;0.9615347633278334;11.635943429252961
7.9;0.18;0.49;5.2;0.051;36.0;157.0;0.9953;3.18;0.48;10.6;10.650044559384547;0.22929936159681935;9.411580165094803;2.722207098849451;5.224550161207515
9.6;0.25;0.54;1.3;0.04;16.0;160.0;0.9938;2.94;0.43;10.5;10.565495506645696;0.09999999937500001;10.749731256718581;2.15999136003456;1.3081089674894673
7.5;0.24;0.29;1.1;0.046;34.0;84.0;0.9902;3.04;0.39;11.45;11.563308863553965;0.40476189994331074;8.478076563552966;1.208328298632089;1.1108855676776737
6.8;0.16;0.29;10.4;0.046;59.0;143.0;0.99518;3.2;0.4;10.8;10.85229722030465;0.41258740970218594;8.695463142105607;1.8124886719458002;10.450360286219292
7.1;0.45;0.24;2.7;0.04;24.0;87.0;0.98862;2.94;0.38;13.4;13.554233624412186;0.2758620657946889;9.499762505937351;0.5333321481507819;2.7310769243218584
7.6;0.47;0.49;13.0;0.239;42.0;220.0;0.9988;2.96;0.51;9.2;9.211044041806124;0.1909090900413223;2.1338822850113597;1.0425509732958016;13.015605711247785
8.2;0.23;0.4;1.2;0.027;36.0;121.0;0.992;3.12;0.38;10.7;10.78627944931507;0.2975206586981764;14.073552831376615;1.7391228733788113;1.2096761999231855
6.4;0.1;0.35;4.9;0.048;31.0;103.0;0.9947;3.43;0.79;9.7;9.751674121168069;0.3009708708643605;16.457990458532112;3.499965000349996;4.926103422033354
7.0;0.3;0.51;13.6;0.05;40.0;168.0;0.9976;3.07;0.52;9.6;9.62308578279292;0.23809523667800456;10.399792004159917;1.6999943333522225;13.632704858956636
6.2;0.32;0.5;6.5;0.048;61.0;186.0;0.9948;3.19;0.45;9.6;9.650171240278205;0.32795698748410224;9.374804691568926;1.5624951172027588;6.533970110605035
6.7;0.28;0.34;8.9;0.048;32.0;111.0;0.99455;3.25;0.54;11.0;11.060267397046506;0.28828828569109655;11.249765629882711;1.2142813775665087;8.948761803064901
7.3;0.18;0.29;1.2;0.044;12.0;143.0;0.9918;3.2;0.48;11.3;11.393414606357526;0.08391608332925816;10.908842980841344;1.6111021605435525;1.2099201351884097
5.0;0.255;0.22;2.7;0.043;46.0;153.0;0.99238;3.75;0.76;11.3;11.38675569161441;0.3006535928061857;17.674007581219044;0.8627417147383737;2.720729236049461
6.7;0.3;0.45;10.6;0.032;56.0;212.0;0.997;3.22;0.59;9.5;9.52857620002387;0.2641509421502314;18.436923846129808;1.4999950000166669;10.63188502318453
6.3;0.48;0.04;1.1;0.046;30.0;99.0;0.9928;3.24;0.36;9.6;9.669611533429157;0.3030302999693909;7.825916827895045;0.08333315972258393;1.1079763215387575
6.6;0.35;0.29;14.4;0.044;54.0;177.0;0.9991;3.17;0.58;8.9;8.908008299461216;0.30508474403906927;13.181518601849957;0.8285690612312537;14.412957248566462
6.6;0.64;0.28;4.4;0.032;19.0;78.0;0.99036;3.11;0.62;12.9;13.02555330833908;0.2435897404667982;19.374394550170305;0.43749931640731815;4.442824384239686
6.4;0.18;0.32;9.6;0.052;24.0;90.0;0.9963;3.35;0.49;9.4;9.434899693967989;0.26666666370370373;9.422895713543971;1.7777679012894374;9.635642240648158
7.4;0.24;0.31;8.4;0.045;52.0;183.0;0.9963;3.09;0.32;8.8;8.832672053927478;0.2841530039117322;7.110953089931335;1.291661284744647;8.431186960567139
6.2;0.27;0.47;1.2;0.146;28.0;105.0;0.99224;3.23;0.51;10.1;10.178978695699936;0.26666666412698414;3.4931267594057576;1.7407342935766905;1.2093836074098934
6.7;0.27;0.33;3.6;0.034;9.0;45.0;0.99144;3.08;0.4;10.5;10.590645333408645;0.19999999555555567;11.764359871768477;1.2222176954900168;3.631078400025821
7.1;0.23;0.39;13.7;0.058;26.0;172.0;0.99755;2.9;0.46;9.0;9.022095110926658;0.151162789818821;7.930897743142359;1.695644801544341;13.733633668855024
6.2;0.24;0.28;12.2;0.049;54.0;133.0;0.9952;3.19;0.37;10.7;10.75159691358831;0.4060150345412403;7.550866308850839;1.1666618055758102;12.258830125773587
6.3;0.29;0.3;8.1;0.212;60.0;150.0;0.9958;3.1;0.4;9.3;9.339215365318974;0.39999999733333336;1.8867835529077694;1.034479191451064;8.134155318181042
7.4;0.14;0.3;1.3;0.033;25.0;91.0;0.99268;3.53;0.39;10.6;10.678153404769507;0.2747252717063157;11.817823702312051;2.1428418368440223;1.309584851528336
7.4;0.21;0.3;7.9;0.039;14.0;118.0;0.9942;2.96;0.34;10.4;10.460661375315455;0.11864406679115198;8.717725186533679;1.4285646258827338;7.9460793139415475
6.7;0.25;0.36;8.6;0.037;63.0;206.0;0.99553;3.18;0.5;9.6;9.643094991517088;0.30582524123385807;13.51314829328937;1.43999424002304;8.638605929900725
7.0;0.45;0.34;19.8;0.04;12.0;67.0;0.9976;3.07;0.38;11.0;11.026452459450221;0.17910447493873918;9.499762505937351;0.7555538765469411;19.8476144270104
6.2;0.22;0.3;12.4;0.054;108.0;152.0;0.99728;3.1;0.47;9.5;9.525900924614024;0.7105263111149585;8.70354252699024;1.3636301653174303;12.433807522654096
5.9;0.19;0.26;7.4;0.034;33.0;123.0;0.995;3.49;0.42;10.1;10.150743567091892;0.268292680745588;12.3525778653569;1.3684138504534187;7.437178455097031
7.1;0.23;0.35;16.5;0.04;60.0;171.0;0.999;3.16;0.59;9.1;9.109099990890899;0.35087719093054276;14.749631259218518;1.5217325142064597;16.5164999834835
6.2;0.76;0.01;3.2;0.041;18.0;120.0;0.99026;3.2;0.94;13.7;13.834736498761437;0.14999999875;22.92627009097339;0.013157877423845495;3.231471298980774
6.8;0.22;0.26;1.2;0.041;29.0;182.0;0.99104;3.04;0.35;11.2;11.30124787975472;0.1593406584651612;8.536377161532645;1.181812809941773;1.2108479871165774
6.0;0.17;0.49;1.0;0.034;26.0;106.0;0.992;3.21;0.42;9.8;9.879022299372682;0.2452830165539338;12.3525778653569;2.882335986258904;1.0080634999359879
7.7;0.46;0.18;3.3;0.054;18.0;143.0;0.99392;3.12;0.51;10.8;10.866054746805833;0.12587412499388723;9.44426955056388;0.3913034971663105;3.3201833948573376
5.7;0.2;0.3;2.5;0.046;38.0;125.0;0.99276;3.34;0.5;9.9;9.97218867380971;0.303999997568;10.869328927632008;1.4999925000374996;2.5182294630832596
6.3;0.3;0.34;1.6;0.049;14.0;132.0;0.994;3.3;0.49;9.5;9.55733444936172;0.10606060525711664;9.999795922532192;1.1333295555681484;1.609656328313553
6.9;0.24;0.36;20.8;0.031;40.0;139.0;0.9975;3.2;0.33;11.0;11.027557867109907;0.2877697821023757;10.644817909099707;1.4999937500260416;20.852109421444187
7.2;0.21;0.34;1.1;0.046;25.0;80.0;0.992;3.25;0.4;11.3;11.391117549276665;0.31249999609375007;8.695463142105607;1.6190399093337653;1.1088698499295868
6.6;0.4;0.46;6.2;0.056;42.0;241.0;0.9968;3.5;0.6;9.9;9.931771737789187;0.1742738581980338;10.714094391171585;1.1499971250071876;6.219897451948784
6.1;0.24;0.25;1.6;0.044;24.0;115.0;0.9921;3.39;0.59;10.9;10.986784611647403;0.20869565035916826;13.408786163950818;1.0416623264069733;1.6127390255629215
7.7;0.16;0.49;2.0;0.056;20.0;124.0;0.9948;3.32;0.49;10.7;10.75592002822675;0.16129032127991677;8.749843752790127;3.0624808594946282;2.0104523417246263
7.1;0.2;0.37;1.5;0.049;28.0;129.0;0.99226;3.15;0.52;10.8;10.884233079804607;0.2170542618833003;10.612028325952531;1.8499907500462496;1.511699038861751
7.7;0.275;0.3;1.0;0.039;19.0;75.0;0.992;3.01;0.56;10.7;10.78627944931507;0.25333332995555563;14.358606189584883;1.0909051239813674;1.0080634999359879
5.8;0.31;0.31;7.5;0.052;55.0;230.0;0.9949;3.19;0.46;9.8;9.850226303923707;0.23913043374291115;8.845983731082095;0.9999967742039543;7.5384384979007955
5.9;0.14;0.2;1.6;0.04;26.0;114.0;0.99105;3.25;0.45;11.4;11.502939808344879;0.22807017343798094;11.249718757031074;1.4285612245626815;1.6144476923992812
7.0;0.4;0.25;1.8;0.05;51.0;189.0;0.99174;3.0;0.55;11.4;11.49493668205711;0.2698412684135383;10.999780004399913;0.6249984375039063;1.81499000243007
6.5;0.26;0.43;8.9;0.083;50.0;171.0;0.9965;2.85;0.5;9.0;9.0316015739071;0.2923976591087856;6.024023806942084;1.6538397929238735;8.931250445308132
5.5;0.19;0.27;0.9;0.04;52.0;103.0;0.99026;3.5;0.39;11.2;11.310149546432706;0.5048543640305402;9.749756256093598;1.421045152393935;0.9088513028383426
8.0;0.36;0.43;10.1;0.053;29.0;146.0;0.9982;3.4;0.46;9.5;9.517121301220897;0.198630135625821;8.679081526763646;1.1944411265524264;10.118202646561164
6.4;0.17;0.27;9.9;0.047;26.0;101.0;0.99596;3.34;0.5;9.9;9.940148258817365;0.25742574002548774;10.63807153039297;1.5882259516120494;9.940148258817365
8.0;0.28;0.3;8.4;0.03;35.0;115.0;0.99192;2.93;0.42;12.3;12.400181062806412;0.3043478234404537;13.99953334888837;1.0714247449116252;8.468416335575112
